STATE	ZIP	N1	N2	A00100	N02300
AZ	85631	1210	2600	47772	40
AZ	85632	240	500	11039	0
AZ	85634	2070	5230	72942	30
AZ	85635	14790	29120	758467	400
AZ	85637	630	1170	58289	0
AZ	85638	840	1460	30318	20
AZ	85640	290	520	16156	0
AZ	85641	10430	24240	797174	200
AZ	85643	2570	5920	108086	100
AZ	85645	780	1620	29762	20
AZ	85648	7800	19510	331032	520
AZ	85650	6360	13060	463364	150
AZ	85653	5850	13040	291346	170
AZ	85658	5490	11230	500140	100
AZ	85701	2640	3900	122870	40
AZ	85704	15650	27140	1020880	310
AZ	85705	21160	41250	595558	570
AZ	85706	20780	48760	570076	710
AZ	85708	1280	3820	57548	0
AZ	85710	25870	45660	1082035	630
AZ	85711	17620	32720	712766	410
AZ	85712	14080	23610	617408	320
AZ	85713	17980	38340	549209	470
AZ	85714	5710	12690	152372	180
AZ	85715	9060	15850	645463	160
AZ	85716	14220	23520	659515	290
AZ	85718	13570	23930	1970380	150
AZ	85719	14910	22540	616482	260
AZ	85730	17350	32640	733267	430
AZ	85735	4080	8450	174957	130
AZ	85736	1400	3010	53984	50
AZ	85737	10720	20430	963398	170
AZ	85739	8140	15320	622588	130
AZ	85741	15640	29680	753654	350
AZ	85742	12450	24380	786944	270
AZ	85743	12680	25940	841301	280
AZ	85745	16330	29860	927116	310
AZ	85746	16990	37800	618448	520
AZ	85747	10650	23620	725071	200
AZ	85748	9250	17210	668046	200
AZ	85749	9060	17160	951894	110
AZ	85750	11800	21390	1446262	160
AZ	85755	7110	14120	780395	80
AZ	85756	12190	27950	474463	370
AZ	85757	7700	17980	318564	230
AZ	85901	5500	11520	274863	150
AZ	85920	230	380	13331	0
AZ	85924	720	1420	29215	30
AZ	85925	1470	3590	77706	50
AZ	85928	480	1080	21015	0
AZ	85929	3280	6670	157356	100
AZ	85935	1880	3850	113396	60
AZ	85936	1340	3160	63804	50
AZ	85937	2770	7070	133492	80
AZ	85938	940	2100	45281	40
AZ	86001	12140	19490	770527	190
AZ	86004	17090	33400	956033	370
AZ	86005	6810	12770	474162	120
AZ	86022	730	1440	25031	40
AZ	86024	250	450	18493	0
AZ	86025	2220	4660	88899	70
AZ	86030	380	910	10506	0
AZ	86034	620	1490	19246	40
AZ	86036	150	250	4660	30
AZ	86039	560	1320	17925	40
AZ	86042	560	1260	17381	0
AZ	86043	580	1440	15433	0
AZ	86044	1150	2830	39221	220
AZ	86045	4200	9840	158387	380
AZ	86046	2500	4820	113991	70
AZ	86047	4800	10610	187408	250
AZ	86301	10460	18100	631649	210
AZ	86303	8260	13970	539290	150
AZ	86305	8450	15130	713175	150
AZ	86314	15710	31430	633993	390
AZ	86315	3430	7000	217144	80
AZ	86321	810	1960	58379	0
AZ	86322	4830	9640	206315	110
AZ	86323	7580	15080	337583	210
AZ	86324	1900	3550	91718	40
AZ	86325	2400	4290	137130	70
AZ	86326	10580	20310	456758	200
AZ	86327	4390	8240	220724	90
AZ	86332	570	1080	25769	0
AZ	86333	1980	3850	75922	60
AZ	86334	1600	3500	63822	50
AZ	86335	1770	3420	66627	50
AZ	86336	5450	9070	449691	80
AZ	86351	2880	4820	245555	40
AZ	86401	9700	19610	503965	340
AZ	86403	6960	12760	289616	230
AZ	86404	6730	12310	342791	200
AZ	86406	9730	18050	547820	340
AZ	86409	9450	18610	368477	350
AZ	86413	3350	6190	109520	160
AZ	86426	5610	10990	238836	220
AZ	86429	3000	5430	141915	110
AZ	86434	620	1420	21725	0
AZ	86436	640	1150	23554	30
AZ	86440	2480	4870	98852	100
AZ	86441	500	940	15207	30
AZ	86442	12390	23660	441987	460
AZ	86444	380	630	14225	0
AZ	86445	120	220	4861	0
AZ	86514	840	1960	28367	80
AZ	99999	142440	308830	6651295	13630
AR	0	1211380	2485720	67349559	53330
AR	71601	5630	11120	159457	280
AR	71602	6990	14370	334927	300
AR	71603	12910	25260	570023	610
AR	71631	240	490	8196	0
AR	71635	4800	9930	218065	220
AR	71638	1150	2350	39686	60
AR	71639	2440	5010	91252	180
AR	71640	1010	2130	31090	80
AR	71642	220	450	8751	20
AR	71643	440	880	15180	20
AR	71644	290	650	12320	0
AR	71646	2420	5360	113612	150
AR	71647	650	1460	27072	40
AR	71652	410	880	16336	20
AR	71653	1930	4060	94950	120
AR	71654	1760	3700	78749	90
AR	71655	5410	11170	261227	300
AR	71658	220	520	6869	0
AR	71660	350	710	15307	30
AR	71663	280	610	17064	0
AR	71665	2200	4830	112523	90
AR	71667	2900	6340	132451	150
AR	71670	510	1020	21003	30
AR	71671	3400	7250	142420	170
AR	71674	230	470	9235	0
AR	71675	740	1600	33642	60
AR	71676	210	430	9862	0
AR	71701	7320	14710	323326	330
AR	71720	970	1990	40178	50
AR	71725	210	400	6641	0
AR	71726	460	860	16434	30
AR	71730	13100	27010	789807	530
AR	71740	630	1300	31092	30
AR	71742	2040	4020	78554	100
AR	71743	1580	3250	57744	110
AR	71744	1150	2330	54872	60
AR	71747	340	720	13423	0
AR	71749	1010	2140	50832	40
AR	71751	320	630	14198	20
AR	71752	340	700	12769	20
AR	71753	5660	11220	290433	260
AR	71758	160	360	8626	0
AR	71762	1060	2210	60680	60
AR	71763	600	1220	27424	50
AR	71764	660	1360	25787	40
AR	71765	840	1700	32554	30
AR	71766	250	490	9893	0
AR	71770	1240	2670	50742	60
AR	71801	5880	12680	217858	270
AR	71822	3230	6570	150586	140
AR	71825	240	580	9934	30
AR	71826	370	860	16075	20
AR	71827	290	600	10958	0
AR	71832	3970	9290	152967	220
AR	71833	820	1810	35361	50
AR	71834	460	960	19732	30
AR	71835	490	1030	19845	20
AR	71836	1080	2250	46176	70
AR	71837	1890	4340	82088	80
AR	71838	360	730	12931	30
AR	71841	280	640	11358	0
AR	71842	790	1770	34873	40
AR	71845	770	1490	26479	30
AR	71846	950	1930	39088	50
AR	71847	220	470	9771	20
AR	71851	860	1730	28959	70
AR	71852	4010	8570	167584	240
AR	71853	180	330	7378	0
AR	71854	14830	29570	709668	490
AR	71855	240	520	7571	20
AR	71857	2260	4560	91918	140
AR	71858	560	1150	21262	40
AR	71859	130	230	5555	0
AR	71860	870	1820	38302	50
AR	71861	780	1610	40443	60
AR	71862	320	590	10582	20
AR	71866	230	530	10977	20
AR	71901	11540	23190	584051	470
AR	71909	8330	15040	525293	190
AR	71913	19520	37110	1021855	720
AR	71921	1120	2530	44871	60
AR	71923	5740	11080	286949	290
AR	71929	1910	4020	87068	120
AR	71933	520	1130	20437	20
AR	71935	230	540	7903	0
AR	71937	660	1480	24516	60
AR	71940	550	1190	22635	40
AR	71941	710	1530	30848	30
AR	71943	1680	3700	70979	70
AR	71944	250	600	9714	0
AR	71945	490	1030	17846	40
AR	71949	700	1470	26881	20
AR	71950	340	680	11757	0
AR	71953	5420	11240	229703	330
AR	71956	700	1440	24335	40
AR	71957	1190	2270	50023	60
AR	71958	950	1940	41064	70
AR	71959	230	540	9922	0
AR	71960	430	920	14796	30
AR	71961	330	690	12708	30
AR	71962	280	530	12478	0
AR	71964	1540	3270	71181	70
AR	71965	120	290	5371	0
AR	71968	1820	3740	96198	70
AR	71969	110	180	3792	0
AR	71970	230	440	7573	0
AR	71971	160	340	6033	0
AR	71972	140	320	5846	0
AR	71973	500	1260	18028	30
AR	72001	180	390	6422	0
AR	72002	6910	14830	396247	210
AR	72003	290	630	16032	0
AR	72004	460	960	15468	30
AR	72006	900	1780	37914	50
AR	72007	3350	7440	192148	120
AR	72010	2270	4990	102326	320
AR	72011	1900	4000	91104	70
AR	72012	5240	11190	275885	240
AR	72013	750	1640	37216	60
AR	72015	11360	23830	551925	380
AR	72016	1210	2600	63961	60
AR	72017	240	480	9597	0
AR	72019	10940	22840	746006	330
AR	72020	1350	2900	54407	180
AR	72021	1590	3030	56654	90
AR	72022	7470	15040	434090	240
AR	72023	15010	32570	894213	490
AR	72024	1440	2990	75193	40
AR	72025	310	650	12401	0
AR	72026	110	220	5360	0
AR	72027	500	1120	26710	40
AR	72029	700	1480	27274	40
AR	72030	260	550	10960	0
AR	72031	2750	5810	120070	160
AR	72032	13280	26660	630050	600
AR	72034	19610	38040	1202062	710
AR	72036	250	510	7008	30
AR	72039	860	1890	40540	80
AR	72040	1030	2190	45034	60
AR	72041	520	1080	22844	20
AR	72042	1990	4140	96435	110
AR	72044	340	680	15634	0
AR	72045	450	940	22658	20
AR	72046	1690	3510	83564	70
AR	72047	410	910	19935	40
AR	72051	200	460	7555	0
AR	72055	340	660	16334	30
AR	72057	440	850	20280	30
AR	72058	6700	15100	389736	380
AR	72060	270	570	9606	0
AR	72061	180	390	9371	0
AR	72063	620	1380	30361	40
AR	72064	980	1950	42859	40
AR	72065	2180	4600	121598	90
AR	72067	1060	1990	50429	60
AR	72068	190	500	7023	0
AR	72069	490	990	19165	30
AR	72070	680	1400	31052	40
AR	72072	180	400	7745	0
AR	72073	480	960	19435	0
AR	72076	16170	32560	647490	570
AR	72079	320	690	13498	20
AR	72080	240	510	10074	30
AR	72081	2810	6260	118285	280
AR	72082	620	1300	17175	50
AR	72084	420	990	17551	0
AR	72086	4360	9130	211731	160
AR	72087	630	1300	31185	30
AR	72088	960	1650	44050	40
AR	72101	1250	2550	55345	60
AR	72102	1020	2150	40875	50
AR	72103	5680	11630	238122	230
AR	72104	8650	17800	365703	400
AR	72106	2250	4500	109130	110
AR	72110	4520	9330	232611	220
AR	72111	500	1150	27016	40
AR	72112	3480	6820	148495	210
AR	72113	11840	23020	889783	310
AR	72114	4310	8300	111898	170
AR	72116	10310	19110	733200	250
AR	72117	5830	11610	192768	240
AR	72118	9800	19270	388406	340
AR	72120	15370	30190	935429	500
AR	72121	970	2080	48495	80
AR	72122	560	1150	40126	0
AR	72125	350	700	13799	20
AR	72126	1460	2950	67148	50
AR	72127	900	1870	43082	50
AR	72128	340	740	14145	0
AR	72129	550	1200	26518	20
AR	72130	170	390	6970	0
AR	72131	1770	3740	92283	150
AR	72132	1440	3030	74484	60
AR	72134	190	350	8134	0
AR	72135	1200	2420	110060	30
AR	72136	660	1450	30958	50
AR	72137	940	2080	41792	70
AR	72140	130	240	5356	0
AR	72141	180	380	6475	0
AR	72142	1100	2240	69566	40
AR	72143	12890	27520	710441	680
AR	72150	4950	10400	276506	180
AR	72152	150	320	5852	0
AR	72153	900	1840	35100	70
AR	72156	260	540	14406	0
AR	72157	570	1210	27253	40
AR	72160	4500	8910	247767	130
AR	72166	90	200	4074	0
AR	72167	700	1450	29420	30
AR	72168	110	200	4049	0
AR	72173	3760	8510	212174	200
AR	72175	130	280	4498	0
AR	72176	3630	8070	165829	160
AR	72179	180	430	8506	0
AR	72181	130	290	6817	0
AR	72201	540	790	68200	0
AR	72202	4660	7090	270485	120
AR	72204	13060	25050	420845	490
AR	72205	10950	18420	672415	280
AR	72206	9540	18240	360657	400
AR	72207	5520	9970	909194	110
AR	72209	13190	28770	361735	530
AR	72210	7160	14070	400304	190
AR	72211	10940	20410	821357	270
AR	72212	5910	12000	792721	110
AR	72223	10560	21400	1609958	190
AR	72227	5670	10620	505563	120
AR	72301	10190	20660	352078	400
AR	72315	8250	17480	347007	960
AR	72324	750	1650	29633	50
AR	72326	910	1830	34684	50
AR	72327	610	1330	26735	30
AR	72330	220	520	7829	0
AR	72331	1010	2140	28962	50
AR	72333	300	650	11585	30
AR	72335	5190	10750	172829	270
AR	72342	1640	3380	66573	80
AR	72346	220	410	7153	0
AR	72347	270	550	10472	0
AR	72348	830	1640	32354	70
AR	72350	340	690	11432	30
AR	72354	850	1780	34254	70
AR	72355	880	1750	35111	50
AR	72358	440	1010	13090	50
AR	72360	2150	4450	81052	130
AR	72364	6960	14840	384034	220
AR	72365	1090	2200	39440	60
AR	72366	760	1520	31270	30
AR	72368	390	770	18994	20
AR	72370	3090	6400	117882	350
AR	72372	730	1510	27728	40
AR	72373	450	950	13174	40
AR	72374	290	570	10179	0
AR	72376	640	1310	29009	30
AR	72384	330	690	10310	30
AR	72386	660	1370	28495	30
AR	72390	3070	6550	92249	140
AR	72392	170	370	7901	0
AR	72394	160	370	5478	0
AR	72395	430	920	20426	40
AR	72396	5440	11540	249736	310
AR	72401	21240	42840	1024016	960
AR	72404	11310	23180	810340	410
AR	72410	180	350	5880	0
AR	72411	880	1860	36029	40
AR	72412	220	450	9711	0
AR	72413	190	400	6807	0
AR	72414	150	320	6176	0
AR	72415	520	1110	17818	40
AR	72416	2260	4760	101571	150
AR	72417	1900	3990	87170	110
AR	72419	580	1300	21721	50
AR	72421	220	480	9577	0
AR	72422	1700	3540	75673	190
AR	72425	160	320	5352	0
AR	72429	160	320	6834	0
AR	72430	160	330	5669	0
AR	72432	2290	4840	91795	130
AR	72433	980	2010	32028	70
AR	72434	740	1560	30398	70
AR	72435	160	320	7049	30
AR	72436	380	830	14964	40
AR	72437	1320	2740	56074	80
AR	72438	920	2020	37942	90
AR	72440	120	250	4951	0
AR	72442	1710	3790	83046	150
AR	72443	1070	2280	44771	120
AR	72444	620	1290	21138	60
AR	72447	720	1560	34622	60
AR	72450	14650	30900	700847	1210
AR	72454	1860	3850	78393	190
AR	72455	4850	9960	205072	380
AR	72456	200	390	7115	30
AR	72458	230	460	9572	0
AR	72459	410	890	15054	30
AR	72460	240	580	9626	30
AR	72461	1360	2800	61692	140
AR	72466	420	950	18351	40
AR	72469	350	740	12705	30
AR	72470	120	250	4841	0
AR	72471	360	760	14118	0
AR	72472	3370	7240	129962	200
AR	72473	930	1990	38090	50
AR	72476	2520	5180	106672	130
AR	72478	120	250	4523	0
AR	72479	500	990	24790	20
AR	72482	340	710	10465	0
AR	72501	9460	20410	464275	580
AR	72512	750	1450	26086	40
AR	72513	1000	2180	43086	50
AR	72517	140	270	4363	0
AR	72519	950	1930	39038	90
AR	72520	90	210	3622	0
AR	72521	1750	3830	72957	150
AR	72522	170	370	6596	0
AR	72523	330	730	12197	50
AR	72524	140	300	6510	0
AR	72527	260	530	10757	20
AR	72529	1530	2980	57962	60
AR	72530	710	1460	31502	70
AR	72531	270	520	10861	0
AR	72532	540	1130	21824	50
AR	72533	110	240	3561	0
AR	72534	470	1030	20508	60
AR	72536	170	340	6516	0
AR	72537	300	550	12781	0
AR	72538	150	340	5585	0
AR	72539	160	330	5706	0
AR	72542	1380	2830	49053	70
AR	72543	5090	10190	262949	300
AR	72544	250	450	9848	0
AR	72550	330	710	15078	30
AR	72554	1010	2060	34430	50
AR	72556	1320	2700	60611	110
AR	72560	3290	6910	134972	190
AR	72561	320	640	13212	30
AR	72562	830	1740	34770	80
AR	72564	160	360	7039	20
AR	72565	310	700	9910	30
AR	72566	180	400	8888	20
AR	72567	120	230	3457	0
AR	72568	680	1510	27264	70
AR	72569	170	350	5397	0
AR	72571	160	360	7468	0
AR	72573	120	250	4401	0
AR	72576	1330	2820	54472	60
AR	72577	250	530	9504	20
AR	72579	550	1150	22872	30
AR	72581	420	800	20748	20
AR	72583	570	1310	21586	40
AR	72584	190	380	6897	0
AR	72601	11370	23360	517604	510
AR	72611	670	1450	26586	50
AR	72616	4370	9180	173669	260
AR	72619	770	1430	29560	30
AR	72623	240	530	10497	0
AR	72624	160	350	5771	0
AR	72626	490	910	22810	20
AR	72628	240	500	8697	0
AR	72629	200	440	6492	20
AR	72631	1750	3080	84776	100
AR	72632	2070	3510	83766	150
AR	72633	600	1310	24157	20
AR	72634	1910	3810	82354	100
AR	72635	1440	3020	59918	80
AR	72638	2840	6440	105184	110
AR	72639	180	360	5100	0
AR	72640	140	310	4594	0
AR	72641	870	1840	31986	40
AR	72642	820	1480	37911	30
AR	72644	930	1870	33772	60
AR	72645	570	1240	20507	30
AR	72648	280	610	9834	30
AR	72650	1580	3340	50487	60
AR	72651	490	920	17902	30
AR	72653	11590	22030	581901	530
AR	72655	150	300	4551	0
AR	72658	630	1240	26411	40
AR	72660	200	410	6686	0
AR	72661	220	390	7941	0
AR	72662	1180	2460	49711	120
AR	72663	90	220	3257	0
AR	72666	110	190	3578	0
AR	72668	170	330	6756	0
AR	72675	500	1020	16860	40
AR	72679	230	790	5437	0
AR	72680	300	610	9897	0
AR	72682	230	440	8376	0
AR	72683	120	300	3974	0
AR	72685	510	1040	17815	30
AR	72687	2220	4510	92605	120
AR	72701	15130	26590	970114	400
AR	72703	14390	25430	1070830	320
AR	72704	11220	21620	764711	300
AR	72712	22770	49780	4928494	640
AR	72714	5730	11880	400039	210
AR	72715	7660	14480	504738	220
AR	72717	290	640	10704	0
AR	72718	1280	3120	137769	30
AR	72719	4930	11450	328306	170
AR	72721	150	300	5601	0
AR	72722	1220	2890	48157	40
AR	72727	2270	4830	104794	80
AR	72729	110	220	4224	0
AR	72730	3930	8310	225910	120
AR	72732	1820	3740	102723	60
AR	72734	3050	6850	140062	80
AR	72736	2430	5400	138989	100
AR	72738	930	1990	48166	30
AR	72739	220	450	10425	0
AR	72740	3850	8430	161500	140
AR	72742	220	450	7956	0
AR	72744	1910	4250	78217	60
AR	72745	5220	11300	300223	180
AR	72751	2930	6480	148951	120
AR	72752	110	230	3706	0
AR	72753	3530	7730	186184	130
AR	72756	17590	36130	931464	750
AR	72758	17060	37780	1585743	650
AR	72760	120	230	3875	0
AR	72761	8990	19910	439895	260
AR	72762	16260	35170	1079105	410
AR	72764	22700	52080	988041	610
AR	72768	410	910	14768	0
AR	72769	350	780	15889	0
AR	72773	430	920	17613	0
AR	72774	2730	5580	132363	100
AR	72776	180	400	6579	0
AR	72801	6540	12330	251163	350
AR	72802	8900	19010	542090	540
AR	72821	590	1180	22397	30
AR	72823	2430	5200	101041	190
AR	72824	580	1240	20507	20
AR	72830	5940	12740	241620	330
AR	72832	340	770	11620	30
AR	72833	1760	4060	72599	60
AR	72834	3950	8640	168774	220
AR	72835	300	620	11617	0
AR	72837	3170	6720	165489	230
AR	72840	740	1600	26950	50
AR	72842	500	1030	18827	30
AR	72843	820	1910	34741	70
AR	72845	470	990	21298	40
AR	72846	1460	3210	64670	120
AR	72847	1040	2140	50942	80
AR	72851	290	640	11238	0
AR	72852	110	250	3255	0
AR	72853	710	1560	26818	50
AR	72854	230	450	8517	0
AR	72855	2400	4860	97820	120
AR	72856	160	350	5582	0
AR	72857	470	970	17254	20
AR	72858	1400	3120	69364	110
AR	72860	150	290	5051	0
AR	72863	670	1430	30170	50
AR	72865	480	990	21647	30
AR	72901	8190	15970	321082	360
AR	72903	10990	20540	706026	390
AR	72904	8610	19390	236704	450
AR	72908	5980	11980	356125	270
AR	72916	3930	8000	346679	150
AR	72921	5400	11730	267939	260
AR	72923	1950	3850	76902	110
AR	72926	170	370	6168	0
AR	72927	3140	6590	123419	140
AR	72928	260	580	10204	0
AR	72930	180	380	8250	0
AR	72932	580	1300	23167	30
AR	72933	1900	4010	95589	90
AR	72934	280	610	9847	20
AR	72936	6040	13230	363255	290
AR	72937	1380	2940	63450	80
AR	72938	400	880	15669	30
AR	72940	880	1870	38431	60
AR	72941	2130	4580	110986	120
AR	72943	930	2020	34265	70
AR	72944	1040	2270	45077	60
AR	72946	1290	2760	58049	70
AR	72947	1440	3100	61985	70
AR	72948	180	360	8045	0
AR	72949	3690	7870	165594	150
AR	72950	120	230	4137	0
AR	72951	400	860	17387	20
AR	72952	910	1990	44067	50
AR	72955	200	380	6158	0
AR	72956	13170	27960	605540	690
AR	72958	2680	5780	91935	110
AR	72959	1040	2200	42894	40
AR	99999	31870	61000	1824244	1610
CA	0	17470510	35759770	1406604166	1139440
CA	90001	21860	53610	588825	1170
CA	90002	19800	47820	524839	920
CA	90003	27220	65150	685137	1250
CA	90004	27930	50840	1838602	1320
CA	90005	15870	29510	801062	610
CA	90006	23340	47070	650785	830
CA	90007	12720	23630	358071	570
CA	90008	15000	26800	729889	860
CA	90010	2300	3830	522586	70
CA	90011	38120	95430	964264	1650
CA	90012	10990	17690	636883	620
CA	90013	4540	5930	332027	290
CA	90014	3560	4530	267548	220
CA	90015	8070	14730	527642	340
CA	90016	22440	42840	886102	1210
CA	90017	9130	17030	618775	360
CA	90018	21830	42980	757752	1110
CA	90019	29390	53590	1464252	1610
CA	90020	17930	32210	1162564	690
CA	90021	1280	2100	131807	60
CA	90022	27750	64080	876790	1470
CA	90023	18460	44630	542602	840
CA	90024	15210	23430	4936459	440
CA	90025	25920	40340	5058356	1280
CA	90026	32010	53570	1609221	2290
CA	90027	24000	35620	2043351	1990
CA	90028	15680	21580	696764	1120
CA	90029	17360	30760	617211	930
CA	90031	16730	33780	609643	990
CA	90032	19780	39560	793069	1170
CA	90033	17700	40330	502101	850
CA	90034	31080	50140	2192588	1850
CA	90035	14250	25240	1443176	880
CA	90036	19610	31180	2184242	1460
CA	90037	24460	54810	626450	1060
CA	90038	13410	22680	636444	850
CA	90039	15160	25530	1143806	1300
CA	90040	5590	12000	278527	340
CA	90041	13080	23550	877928	930
CA	90042	27720	52340	1327912	1900
CA	90043	21240	40090	997287	1160
CA	90044	36740	81240	1013203	1760
CA	90045	18730	33300	2110246	1080
CA	90046	27770	36440	2568320	2430
CA	90047	23740	45590	895071	1250
CA	90048	12910	18440	1635886	950
CA	90049	18760	30400	7645868	700
CA	90056	4570	7670	425355	230
CA	90057	15790	31440	434982	530
CA	90058	1460	3400	127947	60
CA	90059	16470	38730	463132	810
CA	90061	11680	26720	345770	600
CA	90062	14490	29430	449109	730
CA	90063	21490	49530	683816	1160
CA	90064	14630	25700	3181427	730
CA	90065	21430	41580	1208957	1520
CA	90066	28850	49160	2577659	1670
CA	90067	3280	5450	2970776	50
CA	90068	11940	16840	1511104	1100
CA	90069	13800	17470	2324761	990
CA	90077	4020	7560	1866872	110
CA	90094	3570	6130	551803	220
CA	90201	39380	94760	1166910	2120
CA	90210	9580	16900	5503267	210
CA	90211	5480	9850	1404205	300
CA	90212	7470	12610	2640970	340
CA	90220	21640	48560	743791	1190
CA	90221	22080	53260	682118	1270
CA	90222	12890	30020	393385	760
CA	90230	15950	29350	1437221	910
CA	90232	8570	14950	779469	550
CA	90240	12040	24890	769554	580
CA	90241	20690	42470	1055881	1180
CA	90242	19190	40300	888891	1120
CA	90245	9620	17580	1104445	530
CA	90247	22880	45700	955236	1130
CA	90248	5530	10660	324307	300
CA	90249	13420	26340	627036	690
CA	90250	44150	89500	2019907	2380
CA	90254	10540	17320	1936840	600
CA	90255	31190	74910	929928	1700
CA	90260	15660	32420	679512	820
CA	90262	28380	67640	906309	1730
CA	90265	7270	12660	1891962	250
CA	90266	17170	33720	5344261	680
CA	90270	10910	26860	328302	600
CA	90272	10620	20520	4933584	290
CA	90274	12840	25570	4203827	270
CA	90275	19230	39270	3238216	590
CA	90277	19470	33140	2413905	990
CA	90278	20350	38730	2119123	1240
CA	90280	40380	92990	1412010	2470
CA	90290	2950	5410	409985	210
CA	90291	14810	21930	1808607	1050
CA	90292	13400	19410	2244247	840
CA	90293	7260	10690	847234	520
CA	90301	16700	33280	568196	970
CA	90302	13710	26260	533574	770
CA	90303	11570	24150	407442	570
CA	90304	11450	26130	356571	480
CA	90305	8040	13930	424869	410
CA	90401	4610	6470	1104148	220
CA	90402	5460	9590	2826717	160
CA	90403	14560	21740	2179001	920
CA	90404	11600	18340	1167897	700
CA	90405	15440	24020	2234220	950
CA	90501	20260	41320	1238058	990
CA	90502	8800	16820	513739	450
CA	90503	21490	42600	1937558	850
CA	90504	16750	32850	1098419	750
CA	90505	17930	35320	1688096	730
CA	90601	15250	29570	932126	880
CA	90602	10840	22540	559113	650
CA	90603	9880	19780	764346	510
CA	90604	18140	37770	953255	1120
CA	90605	18510	40260	1016872	1110
CA	90606	14930	31480	659383	950
CA	90620	22330	44540	1274073	1290
CA	90621	16210	35290	801489	800
CA	90623	7630	15050	570683	340
CA	90630	23830	47970	1815868	1170
CA	90631	31780	66230	2056155	1710
CA	90638	22150	43690	1442385	1120
CA	90640	29220	59770	1319556	1550
CA	90650	46920	101180	2013199	2960
CA	90660	28950	60730	1216165	1900
CA	90670	8100	15990	451033	470
CA	90680	13960	30390	570837	790
CA	90701	7540	15630	362189	320
CA	90703	24490	49240	2003294	1030
CA	90706	34720	73270	1526535	2030
CA	90710	11970	24350	628267	600
CA	90712	15610	30420	1103307	870
CA	90713	14010	27580	1012612	820
CA	90715	9700	19580	478816	540
CA	90716	6100	13920	190293	300
CA	90717	10610	19730	618943	590
