STATE	ZIP	N1	N2	A00100	N02300
ME	4443	980	1860	40407	50
ME	4444	4380	8490	341833	120
ME	4448	570	1020	20887	60
ME	4449	660	1170	28899	20
ME	4450	600	1150	25827	30
ME	4453	290	580	10542	20
ME	4455	380	790	15187	50
ME	4456	1340	2710	65484	60
ME	4457	2400	4720	112508	240
ME	4459	290	540	8904	40
ME	4460	570	1070	22100	100
ME	4461	1510	2680	65460	90
ME	4462	1900	3380	78242	210
ME	4463	1120	2120	39411	60
ME	4464	250	480	9604	0
ME	4468	3950	6770	174771	160
ME	4471	210	420	7374	0
ME	4472	970	1680	44257	80
ME	4473	2590	4160	150323	50
ME	4474	1830	3440	101745	80
ME	4475	150	290	6086	20
ME	4476	540	940	25542	30
ME	4478	140	240	6688	0
ME	4479	510	940	21011	30
ME	4481	270	540	12395	0
ME	4487	330	640	11653	30
ME	4488	530	1050	23452	40
ME	4493	780	1560	35805	80
ME	4495	140	280	5391	20
ME	4496	1820	3400	95621	110
ME	4497	130	250	4440	20
ME	4530	5520	9500	300598	160
ME	4535	360	690	20076	0
ME	4537	1140	1930	61075	60
ME	4538	1040	1570	53842	60
ME	4539	530	980	28174	20
ME	4543	1270	2030	69465	30
ME	4544	390	620	36348	0
ME	4547	570	1020	24970	0
ME	4548	540	950	37674	0
ME	4551	340	680	20875	0
ME	4553	1010	1800	64349	30
ME	4554	370	600	28968	0
ME	4555	890	1570	48667	40
ME	4556	630	1090	36005	20
ME	4558	150	240	8101	0
ME	4562	1020	1770	61670	30
ME	4563	670	1210	41146	20
ME	4564	250	450	21507	0
ME	4568	180	300	14700	0
ME	4571	140	230	7617	0
ME	4572	2410	4340	108386	80
ME	4573	260	450	15678	0
ME	4574	700	1320	29218	40
ME	4576	290	470	22262	0
ME	4578	2210	3770	108497	110
ME	4579	1570	2910	115340	50
ME	4605	6600	11690	341843	350
ME	4606	510	970	23488	30
ME	4607	520	920	23157	40
ME	4609	2680	4220	162862	240
ME	4612	250	400	13153	20
ME	4613	110	210	5749	0
ME	4614	1420	2520	90637	40
ME	4616	400	680	23050	0
ME	4617	360	660	27613	0
ME	4619	1520	2670	63752	60
ME	4622	530	1000	19131	50
ME	4623	410	780	16605	40
ME	4626	210	450	9295	0
ME	4627	780	1350	47254	30
ME	4628	280	500	10269	0
ME	4630	680	1280	29310	40
ME	4631	570	990	24370	30
ME	4634	830	1540	34426	70
ME	4640	1150	2100	55793	90
ME	4643	470	840	18568	40
ME	4648	280	510	10738	20
ME	4649	540	990	22309	30
ME	4650	140	230	7494	0
ME	4652	700	1230	27204	40
ME	4653	300	510	14761	20
ME	4654	1350	2530	59501	40
ME	4655	400	720	14219	0
ME	4657	150	260	6360	0
ME	4658	640	1190	27659	60
ME	4660	760	1340	59736	30
ME	4664	550	1040	22979	50
ME	4666	510	1010	19623	40
ME	4667	590	1200	21404	60
ME	4668	630	1330	23169	50
ME	4669	130	250	7315	0
ME	4671	230	440	10672	0
ME	4674	190	330	8001	0
ME	4676	460	820	23296	30
ME	4677	150	250	7579	0
ME	4679	1030	1720	68329	70
ME	4680	500	950	19711	40
ME	4681	590	970	33402	20
ME	4684	790	1410	43374	30
ME	4685	170	330	7986	0
ME	4691	150	320	6988	0
ME	4693	250	410	14522	0
ME	4694	1040	1880	46581	50
ME	4730	4120	8150	180901	200
ME	4732	760	1400	29738	100
ME	4734	290	560	11998	0
ME	4735	220	440	7875	0
ME	4736	4220	7700	193915	250
ME	4739	400	710	17944	30
ME	4740	550	1040	24107	50
ME	4742	1410	2670	59718	110
ME	4743	2010	3670	104050	190
ME	4745	480	890	19914	30
ME	4746	150	240	5602	0
ME	4747	490	960	19061	50
ME	4750	830	1470	30378	70
ME	4756	1500	2630	63680	50
ME	4757	1270	2430	66333	100
ME	4758	710	1440	33339	40
ME	4760	360	690	12512	30
ME	4761	250	450	13467	0
ME	4762	230	480	10517	0
ME	4763	310	590	11891	30
ME	4765	470	890	18113	30
ME	4766	170	350	6783	0
ME	4768	140	280	6837	20
ME	4769	4350	7750	196660	230
ME	4772	330	600	16004	0
ME	4773	340	580	14204	30
ME	4774	260	470	8664	60
ME	4776	360	710	12130	30
ME	4777	130	260	4464	0
ME	4779	150	260	7026	0
ME	4780	260	590	11252	20
ME	4781	230	470	10005	30
ME	4783	220	360	9485	0
ME	4785	910	1690	32924	50
ME	4786	750	1460	30365	60
ME	4787	180	330	7007	0
ME	4841	3680	6020	154270	190
ME	4843	2680	4540	205766	80
ME	4847	740	1440	40740	20
ME	4848	310	560	16310	0
ME	4849	1810	3260	105760	90
ME	4853	220	380	12436	0
ME	4854	810	1330	47915	30
ME	4856	1860	3310	148104	50
ME	4858	750	1280	38108	30
ME	4859	400	690	27387	0
ME	4860	810	1360	41676	30
ME	4861	1380	2420	64516	60
ME	4862	1780	3310	91979	80
ME	4863	650	1110	34164	0
ME	4864	1920	3570	88244	100
ME	4901	10970	19570	536359	490
ME	4910	940	1810	45939	50
ME	4911	840	1550	30028	90
ME	4912	400	800	14838	30
ME	4915	4180	7280	208975	260
ME	4917	1490	2800	101704	60
ME	4918	210	360	13916	0
ME	4920	650	1180	23767	100
ME	4921	690	1290	26775	50
ME	4922	510	960	18071	40
ME	4923	190	370	6879	0
ME	4924	930	1850	37290	60
ME	4927	1480	2820	63971	90
ME	4928	900	1770	36646	80
ME	4929	320	660	12606	40
ME	4930	1760	3310	63951	90
ME	4932	570	1060	27455	40
ME	4936	110	180	5012	0
ME	4937	2850	5310	131364	140
ME	4938	3510	6330	165859	160
ME	4939	410	810	16027	30
ME	4941	770	1450	30995	50
ME	4942	410	790	13568	40
ME	4943	750	1420	30621	80
ME	4945	550	1050	35489	30
ME	4947	940	1600	52447	90
ME	4949	480	900	20689	40
ME	4950	1810	3440	81706	140
ME	4951	440	760	18059	20
ME	4952	870	1670	38254	50
ME	4953	1440	2640	64042	100
ME	4955	640	1290	29524	30
ME	4956	330	610	15147	0
ME	4957	1790	3410	82669	100
ME	4958	760	1450	32803	80
ME	4961	400	710	15015	40
ME	4963	3390	6380	197472	160
ME	4965	790	1580	31882	70
ME	4966	660	1230	25898	70
ME	4967	1680	3300	80258	130
ME	4969	560	1100	22676	50
ME	4970	770	1330	37590	50
ME	4971	850	1650	36524	70
ME	4973	630	1170	31462	40
ME	4974	1260	2240	55048	100
ME	4976	4290	7940	203086	250
ME	4978	460	830	23817	30
ME	4979	460	840	16159	40
ME	4981	1060	1940	51128	100
ME	4982	270	490	11722	30
ME	4983	690	1350	29993	50
ME	4984	230	420	9556	0
ME	4986	630	1340	25616	40
ME	4987	430	820	15252	30
ME	4988	740	1380	29526	30
ME	4989	2020	3800	99875	80
ME	99999	13610	22620	854317	710
MD	0	2932730	5528010	223741004	100080
MD	20601	12990	24600	856278	450
MD	20602	13200	25200	758069	520
MD	20603	15030	29890	1124166	460
MD	20606	140	260	9634	0
MD	20607	5860	11240	507210	180
MD	20608	410	750	26226	0
MD	20609	570	1050	36096	30
MD	20611	530	990	36915	0
MD	20613	7400	13870	554707	260
MD	20615	210	370	15284	0
MD	20616	3340	6410	215589	110
MD	20617	490	900	42638	0
MD	20618	350	700	23603	0
MD	20619	6140	12270	490849	170
MD	20620	680	1350	51238	0
MD	20621	730	1350	45232	30
MD	20622	2240	4420	163563	70
MD	20623	1590	2920	123890	60
MD	20624	620	1180	42424	30
MD	20626	170	320	13037	0
MD	20628	290	570	25071	0
MD	20630	230	450	27501	0
MD	20632	260	510	16412	0
MD	20634	3520	7040	243630	120
MD	20636	4940	9970	432415	140
MD	20637	2850	5530	260605	90
MD	20639	7340	14890	684957	180
MD	20640	4820	9000	280354	210
MD	20645	360	760	37224	0
MD	20646	9870	18590	798056	290
MD	20650	6290	13220	583447	150
MD	20653	10770	21450	672037	390
MD	20657	9040	18020	604964	350
MD	20658	560	1020	33836	0
MD	20659	11070	22740	799678	420
MD	20662	1230	2400	72315	80
MD	20664	1330	2560	90646	50
MD	20667	260	460	15765	0
MD	20670	570	1290	31954	0
MD	20674	390	670	29226	0
MD	20675	930	1720	72349	40
MD	20676	1670	3270	140067	60
MD	20677	1240	2380	130328	40
MD	20678	5590	10740	389732	180
MD	20680	440	820	31367	20
MD	20684	570	1130	47352	20
MD	20685	3290	6400	265401	110
MD	20686	180	290	17326	0
MD	20687	160	270	10315	0
MD	20688	1100	1790	106640	20
MD	20689	930	1910	79256	0
MD	20690	390	750	40119	0
MD	20692	550	1020	47021	20
MD	20693	580	1070	46997	0
MD	20695	5340	10130	397839	160
MD	20705	15060	27880	803553	460
MD	20706	22000	42660	1070691	710
MD	20707	19030	34030	1152497	630
MD	20708	14220	26450	738197	470
MD	20710	4950	9690	165436	150
MD	20711	3330	6320	252282	120
MD	20712	5080	8720	198387	150
MD	20714	2290	4060	156312	90
MD	20715	13190	24580	1024263	350
MD	20716	11620	20710	838251	340
MD	20720	12070	23400	1051074	380
MD	20721	15400	28290	1351419	400
MD	20722	3320	6130	125684	90
MD	20723	15650	31740	1338235	460
MD	20724	9180	17150	580197	300
MD	20732	5060	9990	401674	150
MD	20733	1510	2830	114253	60
MD	20735	20130	36010	1350256	600
MD	20736	4520	9060	436907	90
MD	20737	12140	25940	416552	330
MD	20740	11720	18780	628114	280
MD	20743	20170	35730	851265	780
MD	20744	28450	50410	1835384	800
MD	20745	16330	28730	707628	580
MD	20746	15400	26900	701559	560
MD	20747	20700	36050	951337	790
MD	20748	20920	35640	1014143	720
MD	20751	1200	2090	94934	40
MD	20754	3460	6880	344659	90
MD	20755	3910	9790	199544	70
MD	20758	410	720	41766	0
MD	20759	2530	5580	473614	60
MD	20762	1170	2830	58592	0
MD	20763	1340	2450	72372	50
MD	20764	2080	3870	159182	70
MD	20769	3580	6960	319692	100
MD	20770	13630	24120	694399	350
MD	20772	23770	42630	1805511	710
MD	20774	25920	45540	1855096	780
MD	20776	1600	3000	164586	50
MD	20777	1650	3550	296960	20
MD	20778	960	1810	105839	20
MD	20779	640	1220	72755	0
MD	20781	7400	14380	350896	210
MD	20782	18280	31920	825362	520
MD	20783	26720	49520	834419	750
MD	20784	17520	33800	686752	640
MD	20785	21030	38480	980933	780
MD	20794	5290	9920	333398	170
MD	20812	180	330	27126	0
MD	20814	14840	25950	2920492	210
MD	20815	14500	27060	3858749	160
MD	20816	7490	15470	1983912	90
MD	20817	16420	34350	4537592	190
MD	20818	850	1740	169878	0
MD	20832	12620	25420	1301557	280
MD	20833	3700	7640	490995	60
MD	20837	3000	6310	326725	70
MD	20838	160	290	23349	0
MD	20839	120	250	12535	0
MD	20841	4070	9510	456416	90
MD	20842	860	1580	113717	0
MD	20850	22950	43490	2561510	480
MD	20851	8100	14490	439484	190
MD	20852	22640	38770	2429720	440
MD	20853	15740	30610	1345526	310
MD	20854	22410	48030	6370883	290
MD	20855	7550	14800	813977	140
MD	20860	910	1820	130792	0
MD	20861	1020	2030	144640	0
MD	20862	210	400	33176	0
MD	20866	7390	14410	518340	190
MD	20868	380	760	32058	0
MD	20871	9370	22220	1011459	220
MD	20872	6630	13260	534046	150
MD	20874	30850	59300	2148798	930
MD	20876	12900	25220	876579	340
MD	20877	20340	37850	992772	490
MD	20878	31000	62930	3420946	650
MD	20879	13240	25680	833137	380
MD	20882	6740	13740	830975	140
MD	20886	18310	34230	1031627	560
MD	20895	9160	18690	1258302	150
MD	20901	19090	37050	1407953	460
MD	20902	28000	52380	1690371	700
MD	20903	13500	26450	513463	380
MD	20904	30120	55730	1973558	810
MD	20905	9340	18350	940000	220
MD	20906	38180	68290	2139898	910
MD	20910	23320	38380	2042146	580
MD	20912	13400	24520	863895	360
MD	21001	11940	22320	652491	600
MD	21005	850	2120	54685	0
MD	21009	14970	29060	1063793	590
MD	21012	10820	21350	1147132	230
MD	21013	2250	4570	256844	70
MD	21014	18450	35260	1435970	560
MD	21015	14150	28060	1286256	440
MD	21017	3310	6110	205475	140
MD	21028	1590	3140	151300	50
MD	21029	5530	12550	1032365	80
MD	21030	13260	24550	1406393	350
MD	21032	4480	8580	594152	110
MD	21034	1680	3020	113044	90
MD	21035	3980	7980	611631	80
MD	21036	1080	2290	153655	30
MD	21037	10680	20200	1110231	300
MD	21040	11540	22540	502093	630
MD	21042	18800	40280	2818353	350
MD	21043	21780	45480	2274380	480
MD	21044	21720	40170	2023687	550
MD	21045	19880	38230	1476833	580
MD	21046	8050	15240	761330	240
MD	21047	6080	12190	627191	210
MD	21048	5280	10130	493166	200
MD	21050	9230	18060	820870	280
MD	21051	180	340	17609	0
MD	21053	1560	3120	133879	60
MD	21054	5840	11690	657898	150
MD	21057	2120	4000	258379	30
MD	21060	17430	31770	978862	700
MD	21061	27790	51090	1387096	1110
MD	21074	7740	14760	559989	300
MD	21075	14900	30860	1218514	390
MD	21076	8770	16310	752649	220
MD	21077	140	230	7951	0
MD	21078	9190	16860	654000	390
MD	21082	480	850	48959	0
MD	21084	3760	7160	315403	140
MD	21085	8490	15700	551896	390
MD	21087	2880	5380	278364	70
MD	21090	5140	9700	368667	160
MD	21093	19720	36780	2465389	420
MD	21102	5770	11500	415367	240
MD	21104	2710	5520	371292	60
MD	21108	8800	17580	906949	200
MD	21111	2500	4930	402598	70
MD	21113	16540	31190	1277130	440
MD	21114	12830	25570	1134636	320
MD	21117	28270	52350	2357056	990
MD	21120	3530	7200	397530	110
MD	21122	30350	57620	2300939	1200
MD	21128	6820	13750	604863	200
MD	21131	3630	7570	661128	80
MD	21132	1330	2580	99055	60
MD	21133	15380	28230	813575	680
MD	21136	17300	33560	1560371	590
MD	21140	1730	3420	188180	40
MD	21144	16980	33480	1281590	590
MD	21146	13140	27570	1732207	280
MD	21152	2930	5480	371984	90
MD	21154	3080	5950	224595	140
MD	21155	1270	2310	107399	50
MD	21156	190	350	14931	0
MD	21157	17950	33880	1252866	640
MD	21158	10300	19910	744671	400
MD	21160	1200	2280	75942	70
MD	21161	2700	5210	239171	120
MD	21162	2110	4300	156068	80
MD	21163	3430	7110	396213	90
MD	21201	7950	11450	404736	260
MD	21202	8280	12290	610680	280
MD	21204	8250	14400	1295562	170
MD	21205	6190	12480	149731	330
MD	21206	23880	44260	956523	1170
MD	21207	23810	42570	1042885	1010
MD	21208	17270	31470	1680203	540
MD	21209	12630	25520	1276965	330
MD	21210	5500	9510	991675	70
MD	21211	8510	13020	495861	310
MD	21212	14340	27910	1526818	470
MD	21213	12820	24650	399562	750
MD	21214	9280	16780	466969	390
MD	21215	23670	45550	918243	1150
MD	21216	12230	22820	371366	710
MD	21217	12890	23570	492214	740
MD	21218	19360	32730	1098873	860
MD	21219	4630	8510	274778	260
MD	21220	20390	38290	1049955	950
MD	21221	20690	38480	970068	1080
MD	21222	26760	50150	1124100	1480
MD	21223	8960	17820	232820	540
MD	21224	27300	47150	1492240	930
MD	21225	14190	27950	506859	720
MD	21226	3340	6420	175044	200
MD	21227	16800	31860	806369	720
MD	21228	24290	44840	1774028	680
MD	21229	20930	38050	810879	1060
MD	21230	17970	28480	1560641	560
MD	21231	8480	13110	617610	240
MD	21234	35620	62620	1904387	1360
MD	21236	20570	37560	1233677	780
MD	21237	15540	28580	825103	620
MD	21239	13750	23900	584065	600
MD	21244	18500	34200	873158	710
MD	21286	9580	17000	919418	240
MD	21401	20750	36160	2121978	430
MD	21402	500	1040	26115	0
MD	21403	17290	30860	1721274	390
MD	21409	9990	19690	1119927	240
MD	21502	16710	30800	802952	990
MD	21520	930	1810	48463	80
MD	21521	550	1040	22916	50
MD	21523	100	230	4949	0
MD	21530	700	1310	33954	60
MD	21531	1000	1890	44979	100
MD	21532	5700	10480	288175	440
MD	21536	1810	3410	83095	210
MD	21538	280	520	10831	50
MD	21539	1150	2220	48112	100
MD	21541	780	1330	46591	50
MD	21545	930	1700	37441	100
MD	21550	6340	11890	308062	420
MD	21555	720	1420	31626	70
MD	21557	800	1550	36653	50
MD	21561	1140	2140	69122	80
MD	21562	1210	2410	52474	100
MD	21601	11900	21740	1071163	440
MD	21607	200	410	11482	0
MD	21610	160	280	9619	0
MD	21612	230	390	27000	0
MD	21613	8310	15300	377250	480
MD	21617	4930	9700	399161	150
MD	21619	3440	6030	287225	120
MD	21620	5750	10150	432523	220
MD	21622	230	430	11980	0
MD	21623	920	1840	55956	30
MD	21625	1150	2160	72139	40
MD	21629	4250	8330	237387	180
MD	21631	1200	2370	70068	50
MD	21632	2890	5560	115182	190
MD	21634	310	580	8685	40
MD	21635	1000	1810	70885	30
MD	21636	560	1060	25355	30
MD	21638	2410	4730	216717	80
MD	21639	2080	3990	94684	100
MD	21640	690	1440	30813	30
MD	21643	2730	5350	118087	180
MD	21645	460	850	38133	40
MD	21647	160	270	11504	0
MD	21649	820	1840	27417	30
MD	21650	110	190	7019	0
MD	21651	1320	2540	70219	60
MD	21654	650	1040	118418	0
MD	21655	2380	4470	124926	100
MD	21657	530	1080	33926	20
MD	21658	1830	3470	182559	50
MD	21659	410	790	21303	20
MD	21660	1880	3740	96151	90
MD	21661	1200	2130	68573	80
MD	21662	400	690	56697	0
MD	21663	1600	2750	166831	80
MD	21665	110	210	10663	0
MD	21666	6320	12100	572593	220
MD	21667	160	290	8326	0
MD	21668	790	1570	41738	40
MD	21671	370	680	24531	20
MD	21673	1510	2840	105221	50
MD	21676	130	230	12490	0
MD	21677	210	410	16242	0
MD	21678	1090	1980	64671	60
MD	21679	250	530	25733	0
MD	21701	19070	33750	1407239	590
MD	21702	20860	40450	1404036	650
MD	21703	17950	34930	1085150	610
MD	21704	6570	15400	730749	180
MD	21710	2150	4370	223693	40
MD	21711	460	930	25747	30
MD	21713	4510	8700	313891	220
MD	21716	2670	5210	158301	130
MD	21719	720	1370	32761	40
MD	21722	2710	5220	152725	180
MD	21723	410	920	56370	0
MD	21727	2120	4000	120672	110
MD	21733	590	1150	39627	30
MD	21737	930	2200	175279	0
MD	21738	1610	3560	300313	0
MD	21740	27540	52380	1245124	1600
MD	21742	15430	29450	1012798	680
MD	21750	1640	3170	73490	120
MD	21754	3000	6120	352578	80
MD	21755	2760	5410	223041	70
MD	21756	1690	3470	123847	90
MD	21757	1360	2680	82736	70
MD	21758	2150	4450	161753	70
MD	21766	290	520	12158	30
MD	21767	640	1120	27562	40
MD	21769	5720	11390	546386	150
MD	21770	2630	5090	239446	80
MD	21771	14970	30140	1376432	390
MD	21773	2610	5090	201268	90
MD	21774	6110	13500	615363	150
MD	21776	2850	5420	204463	100
MD	21777	830	1900	79578	20
MD	21778	520	990	30816	30
MD	21779	480	900	32398	0
MD	21780	730	1350	43006	40
MD	21782	1950	3750	121126	120
MD	21783	4190	8510	259220	190
MD	21784	18770	37340	1730884	500
MD	21787	5020	9750	287315	230
MD	21788	5860	10960	365704	240
MD	21791	2440	4760	153299	100
MD	21793	4970	9910	353825	160
MD	21794	1200	2550	181331	20
MD	21795	4630	8630	274566	230
MD	21797	4450	9030	570500	120
MD	21798	1200	2330	88877	40
MD	21801	12550	24000	706599	580
MD	21804	17420	32090	810212	840
MD	21811	11740	20850	812510	1060
MD	21813	1470	2680	97351	130
MD	21814	160	280	7155	0
MD	21817	2030	4040	80075	130
MD	21821	350	710	16167	0
MD	21822	1250	2470	71700	70
MD	21826	2260	4430	101687	100
MD	21829	250	450	10854	0
MD	21830	1900	3710	115753	80
MD	21835	200	370	7514	0
MD	21837	1180	2350	58111	80
MD	21838	800	1550	36302	30
MD	21840	160	310	8639	0
MD	21841	410	780	23209	40
MD	21842	6460	10070	474918	820
MD	21849	1570	2890	80112	100
MD	21850	1410	2700	63902	130
MD	21851	3380	6340	151758	190
MD	21853	3680	7170	147094	240
MD	21856	400	730	26243	0
MD	21863	2290	4180	117251	140
MD	21864	280	560	13546	20
MD	21865	220	390	12801	0
MD	21869	420	760	18465	0
MD	21871	830	1610	38920	30
MD	21872	380	680	18882	40
MD	21874	1050	2010	49776	70
MD	21875	3150	6000	156194	140
MD	21901	8090	16090	502623	470
MD	21903	2650	4960	164306	150
MD	21904	3190	6260	202165	170
MD	21911	5080	10220	294179	260
MD	21912	520	1110	42180	20
MD	21915	1500	2770	109802	60
MD	21917	1140	2330	78677	70
MD	21918	2020	3910	119309	110
MD	21919	1350	2500	83975	40
MD	21921	19580	38190	1188371	860
MD	99999	21410	35320	1705410	940
MA	0	3358250	5980770	301034673	184690
MA	1001	8950	15220	498738	560
MA	1002	9670	16570	778376	310
MA	1005	2300	4270	136744	200
MA	1007	7490	14180	529796	440
MA	1008	620	1140	39757	50
MA	1010	1820	3420	133063	130
MA	1011	620	1090	32350	50
MA	1012	360	610	22594	30
MA	1013	10500	18880	428188	770
MA	1020	15120	25790	714119	1050
MA	1022	1160	1780	53888	70
MA	1026	520	890	28339	30
MA	1027	9770	16320	564723	590
MA	1028	8120	15330	719744	390
MA	1030	6040	11010	383932	350
MA	1031	520	1000	24199	60
MA	1032	270	470	14090	0
MA	1033	3310	5890	210128	210
MA	1034	1020	1860	70549	60
MA	1035	2760	4620	183927	140
MA	1036	2670	4880	210217	160
MA	1038	1340	2280	95345	70
MA	1039	740	1240	52587	30
MA	1040	16530	29750	710265	1130
MA	1050	1270	2270	71922	90
MA	1053	880	1520	64767	40
MA	1054	960	1750	85097	50
MA	1056	10350	18130	614865	880
MA	1057	4210	7600	268935	300
MA	1060	7550	11260	539182	230
MA	1062	5680	10090	458792	220
MA	1068	960	1790	66544	80
MA	1069	4130	7190	229320	320
MA	1070	330	540	14596	0
MA	1071	760	1390	43542	60
MA	1072	730	1350	47844	40
MA	1073	3220	5980	250379	190
MA	1075	8500	14590	586249	440
MA	1077	4940	8820	373874	360
MA	1080	1180	2000	49728	110
MA	1081	840	1490	45573	70
MA	1082	5000	8840	256086	380
MA	1085	19140	34780	1181723	1320
MA	1088	330	490	18890	0
MA	1089	14120	25520	806068	850
MA	1095	7280	13840	741522	320
MA	1096	1290	2310	94152	70
MA	1098	600	1060	41952	40
MA	1103	1010	1580	36871	60
MA	1104	10230	19290	348660	800
MA	1105	4090	8040	93602	350
MA	1106	7640	15400	1216199	270
MA	1107	4000	8420	122646	310
MA	1108	11280	21860	407776	920
MA	1109	11610	21920	358147	900
MA	1118	7290	12820	363410	490
MA	1119	6130	11040	258801	440
MA	1128	1460	2610	82797	110
MA	1129	3760	6540	186180	260
MA	1151	3970	7630	130240	370
MA	1201	22630	38200	1177227	1210
MA	1220	4330	7260	199264	340
MA	1222	420	730	18999	30
MA	1223	1110	1930	67891	70
MA	1225	1690	2970	97313	120
MA	1226	3370	5910	209823	180
MA	1230	3800	6260	280836	170
MA	1235	1470	2580	89905	150
MA	1236	850	1420	49154	40
MA	1237	1510	2720	94048	110
MA	1238	3100	5160	170274	150
MA	1240	2520	4110	247784	90
MA	1245	390	680	29067	0
MA	1247	6840	11710	282944	540
MA	1253	440	740	25166	0
MA	1254	620	1060	94949	20
MA	1255	340	600	17505	20
MA	1256	360	590	18087	30
MA	1257	1220	2080	90923	70
MA	1258	400	600	37912	0
MA	1259	240	410	15237	20
MA	1266	720	1240	64239	40
MA	1267	2880	5170	287925	110
MA	1270	380	710	27655	0
MA	1301	8410	14160	422030	440
MA	1330	770	1310	49987	40
MA	1331	6120	11210	293564	450
MA	1337	1350	2440	80989	100
MA	1338	120	210	6949	0
MA	1339	720	1240	37496	60
MA	1340	890	1600	47038	80
MA	1341	840	1560	73387	40
MA	1342	700	1340	51415	30
MA	1344	780	1390	37210	50
MA	1346	180	340	9348	0
MA	1349	390	720	19096	30
MA	1351	1280	2110	78699	80
MA	1354	810	1450	47166	40
MA	1355	460	860	27199	30
MA	1360	1480	2680	89158	90
MA	1364	3390	6140	153042	270
MA	1366	620	1090	41592	40
MA	1367	230	440	12746	0
MA	1368	570	1050	32447	40
MA	1370	2060	3510	114149	140
MA	1373	2390	4070	171012	110
MA	1375	1850	2880	118151	90
MA	1376	2570	4320	106710	170
MA	1378	370	630	18894	20
MA	1379	450	750	20203	40
MA	1420	18160	33060	826414	1280
MA	1430	2990	5730	227269	210
MA	1431	1550	2860	107992	100
MA	1432	4180	7280	274778	260
MA	1434	220	440	17420	0
MA	1436	1430	2580	70135	110
MA	1440	9340	16400	449006	680
MA	1450	5250	10720	845996	250
MA	1451	2470	5190	426462	90
MA	1452	2180	4150	160345	140
MA	1453	21230	37880	1203801	1440
MA	1460	4680	9360	493442	220
MA	1462	5490	10460	429146	370
MA	1463	5860	10880	449264	350
MA	1464	3090	5680	217280	170
MA	1468	2060	3940	126961	140
MA	1469	3650	6770	248540	250
MA	1473	3930	7330	305958	240
MA	1474	1040	1830	69816	60
MA	1475	4640	8680	239343	340
MA	1501	8590	15470	588489	500
MA	1503	1590	2840	164946	80
MA	1504	4650	8380	288376	340
MA	1505	2330	4310	253506	130
MA	1506	1670	3050	98853	120
MA	1507	6250	11860	467767	400
MA	1510	7640	13050	436447	530
MA	1515	1110	2140	71594	80
MA	1516	4270	8430	319982	270
MA	1518	1510	2990	139472	90
MA	1519	3460	6990	393162	180
MA	1520	7610	15210	697211	380
MA	1521	1230	2180	79359	130
MA	1522	1730	3240	137520	100
MA	1523	3080	5860	273851	170
MA	1524	3340	6030	212524	230
MA	1527	6910	12130	457062	410
MA	1529	1570	2950	101359	120
MA	1531	510	950	33403	40
MA	1532	7760	15300	852453	370
MA	1534	3010	5830	240898	200
MA	1535	2320	4150	130463	170
MA	1536	3610	6880	346382	190
MA	1537	1180	2000	67851	80
MA	1540	5720	10400	347958	370
MA	1541	1800	3480	191249	90
MA	1542	1170	2100	74541	60
MA	1543	4060	8260	309769	260
MA	1545	17910	36050	2068933	810
MA	1550	8290	14970	353620	620
MA	1560	2170	4330	175223	150
MA	1562	5740	10260	331021	430
MA	1564	4000	7630	355200	210
MA	1566	3350	6400	290468	210
MA	1568	3770	7420	406580	220
MA	1569	6790	12610	493322	440
MA	1570	8590	14980	468141	550
MA	1571	5440	10050	333750	380
MA	1581	9580	19460	1158256	370
MA	1583	3730	6550	280900	220
MA	1585	2040	3710	130666	130
MA	1588	4960	9200	338036	320
MA	1590	4490	8700	471021	260
MA	1602	11130	19650	652245	610
MA	1603	9580	17400	384541	640
MA	1604	18040	31060	845049	1020
MA	1605	11900	21860	521799	720
MA	1606	10640	18160	615882	550
MA	1607	4160	7320	171529	270
MA	1608	1630	2790	68207	90
MA	1609	7520	12910	563392	370
MA	1610	8980	16530	265104	510
MA	1611	1160	2100	60316	80
MA	1612	2260	4310	198954	110
MA	1701	16680	30670	1603459	760
MA	1702	16310	28760	983698	700
MA	1718	320	630	30717	0
MA	1719	2590	5020	312379	110
MA	1720	10470	22280	1482465	410
MA	1721	8770	16840	867368	420
MA	1730	6830	13570	954693	310
MA	1731	840	2450	52208	20
MA	1740	2480	5230	386941	100
MA	1741	2470	5220	600350	100
MA	1742	8580	17170	2417439	290
MA	1745	240	430	26123	0
MA	1746	7010	14290	854998	330
MA	1747	3090	5830	256860	130
MA	1748	7580	16150	1412320	350
MA	1749	10300	18590	774338	610
MA	1752	20380	36750	1466024	1070
MA	1754	5390	9910	417834	280
MA	1756	3070	6060	345395	160
MA	1757	14420	26360	1001366	830
MA	1760	17850	34350	2053137	690
MA	1770	1990	4310	803021	60
MA	1772	4780	9970	1067055	200
MA	1773	2830	5340	942365	70
MA	1775	3440	7030	499395	140
MA	1776	8240	18410	2211396	300
MA	1778	6710	13910	2034969	230
MA	1801	21790	37270	1621834	1030
MA	1803	13190	24740	1235858	580
MA	1810	16080	33590	2895807	690
MA	1821	16660	29980	1226204	970
MA	1824	13310	25110	1566606	670
MA	1826	16460	29730	1100562	940
MA	1827	1620	3120	183844	60
MA	1830	12570	21980	713348	770
MA	1832	11900	21090	657587	740
MA	1833	4100	8180	426048	180
MA	1834	3360	6340	273033	170
MA	1835	7370	13130	481872	460
MA	1840	2360	4200	60369	190
MA	1841	23640	43940	661379	2240
